veiculo_id,categoria,marca,ano,valor_diario,status,quilometragem,combustivel,tem_ar_condicionado,tem_gps,capacidade_passageiros,nota_conservacao
122,Popular,Fiat,2023,43.23,Alugado,100408.0,Flex,True,True,5,4.2
123,Van,Fiat,2023,79.68,Alugado,55841.0,Flex,True,True,9,2.7
124,Popular,Chevrolet,2022,51.65,Alugado,68379.0,Gasolina,True,False,5,2.0
125,Intermediário,Honda,2023,82.24,Alugado,73581.0,Gasolina,True,True,5,3.3
126,Popular,Volkswagen,2023,53.85,Alugado,54104.0,Flex,True,False,5,3.8
127,Popular,Chevrolet,2022,43.88,Manutenção,49721.0,Flex,True,False,5,3.9
128,Popular,Chevrolet,2021,50.67,Alugado,125151.0,Gasolina,True,True,5,3.7
129,Popular,Ford,2022,48.78,Alugado,104687.0,Gasolina,True,True,5,5.0
130,Luxo,Mercedes,2021,129.17,Disponível,87798.0,Flex,False,True,5,3.4
131,Popular,Fiat,2022,49.79,Alugado,81740.0,Flex,True,True,5,4.2
132,Luxo,BMW,2023,161.85,Disponível,50036.0,Gasolina,True,True,5,3.2
133,Popular,Chevrolet,2021,44.99,Alugado,75512.0,Flex,True,True,5,4.8
134,Intermediário,Nissan,2020,61.59,Alugado,104171.0,Flex,True,True,5,3.5
135,Intermediário,Hyundai,2021,53.49,Alugado,31416.0,Flex,True,True,5,3.6
136,Popular,Volkswagen,2021,64.08,Manutenção,97072.0,Flex,True,False,5,3.1
137,Popular,Chevrolet,2023,61.51,Manutenção,42696.0,Flex,True,True,5,3.4
138,Intermediário,Hyundai,2019,60.46,Manutenção,97308.0,Flex,True,True,5,3.6
139,Intermediário,Honda,2023,74.43,Manutenção,110567.0,Gasolina,True,True,5,4.6
140,Intermediário,Hyundai,2022,73.35,Disponível,93274.0,Flex,True,True,5,3.4
141,Popular,Ford,2020,47.33,Alugado,86881.0,Flex,True,True,5,3.8
142,Popular,Volkswagen,2022,48.16,Alugado,88534.0,Flex,True,True,5,4.6
143,Luxo,Audi,2021,101.46,Alugado,104115.0,Flex,True,False,5,5.0
144,Popular,Fiat,2022,44.03,Disponível,72972.0,Flex,True,True,5,3.3
145,Popular,Ford,2022,56.86,Alugado,86487.0,Gasolina,True,True,5,3.4
146,Intermediário,Toyota,2020,69.97,Disponível,78081.0,Flex,True,True,5,4.6
147,Van,Fiat,2024,85.83,Disponível,37411.0,Flex,True,True,9,3.7
148,Intermediário,Toyota,2023,74.19,Alugado,70540.0,Gasolina,True,True,5,4.3
149,Luxo,Mercedes,2023,158.07,Alugado,59803.0,Diesel,True,True,5,2.9
150,Popular,Volkswagen,2021,34.33,Manutenção,95931.0,Flex,True,True,5,3.6
151,Intermediário,Toyota,2023,66.0,Alugado,44530.0,Flex,True,True,5,5.0
152,Intermediário,Hyundai,2021,54.54,Disponível,86521.0,Flex,True,False,5,2.8
153,Luxo,Mercedes,2022,135.68,Alugado,80964.0,Flex,False,True,5,3.9
154,Popular,Ford,2021,53.93,Disponível,126181.0,Flex,True,True,5,3.9
155,Intermediário,Toyota,2021,55.47,Alugado,80534.0,Flex,True,True,5,4.7
156,Popular,Ford,2023,49.35,Alugado,37756.0,Flex,True,True,5,5.0
157,Intermediário,Toyota,2023,57.23,Manutenção,78972.0,Flex,True,True,5,4.5
158,Popular,Volkswagen,2020,38.06,Alugado,105048.0,Flex,True,True,5,2.0
159,Intermediário,Toyota,2020,55.21,Manutenção,137980.0,Gasolina,True,True,5,4.1
160,Intermediário,Toyota,2021,67.64,Disponível,106877.0,Gasolina,False,False,5,4.2
161,Van,Peugeot,2022,106.86,Alugado,111658.0,Flex,True,True,8,4.0
162,Popular,Chevrolet,2019,30.9,Alugado,111538.0,Flex,True,True,5,4.0
163,Intermediário,Toyota,2021,75.98,Disponível,60656.0,Gasolina,True,True,5,3.6
164,Popular,Fiat,2020,30.46,Manutenção,144611.0,Flex,True,True,5,3.2
165,Popular,Chevrolet,2022,33.59,Alugado,103191.0,Gasolina,True,True,5,4.7
166,Popular,Chevrolet,2021,33.58,Manutenção,100857.0,Flex,True,True,5,3.9
167,Van,Fiat,2021,92.12,Manutenção,78099.0,Gasolina,True,True,7,5.0
168,Popular,Fiat,2024,61.8,Alugado,58668.0,Gasolina,True,True,5,3.2
169,Popular,Volkswagen,2021,63.19,Alugado,69316.0,Gasolina,True,True,5,5.0
170,Popular,Chevrolet,2020,33.13,Alugado,141447.0,Flex,True,True,5,3.6
171,Popular,Fiat,2019,47.76,Alugado,103736.0,Flex,True,True,5,4.0
172,Luxo,Volvo,2021,135.03,Alugado,85851.0,Flex,True,True,5,4.2
173,Intermediário,Hyundai,2021,61.09,Alugado,101584.0,Flex,True,True,5,4.6
174,Popular,Volkswagen,2022,58.54,Alugado,72169.0,Flex,True,True,5,3.4
175,Popular,Ford,2019,51.54,Manutenção,136452.0,Flex,True,True,5,3.5
176,Luxo,Mercedes,2024,128.44,Disponível,11557.0,Flex,True,False,5,2.8
177,Popular,Ford,2023,50.18,Alugado,69866.0,Gasolina,True,True,5,4.1
178,Intermediário,Hyundai,2022,56.41,Manutenção,78723.0,Flex,True,True,5,4.0
179,Popular,Volkswagen,2024,65.42,Alugado,35609.0,Diesel,True,True,5,2.8
180,Intermediário,Honda,2023,83.5,Alugado,57897.0,Flex,False,True,5,4.0
181,Popular,Ford,2021,58.88,Disponível,100655.0,Flex,True,True,5,3.8
182,Intermediário,Toyota,2024,58.84,Manutenção,74917.0,Flex,True,False,5,5.0
183,Popular,Chevrolet,2020,54.82,Alugado,88208.0,Gasolina,True,True,5,4.4
184,Van,Renault,2023,87.12,Manutenção,57188.0,Flex,True,True,9,3.8
185,Intermediário,Honda,2022,87.47,Alugado,89963.0,Flex,True,True,5,3.5
186,Luxo,BMW,2021,136.36,Alugado,101760.0,Flex,True,True,5,4.7
187,Intermediário,Toyota,2022,99.0,Disponível,94276.0,Flex,True,True,5,4.2
188,Popular,Volkswagen,2021,50.04,Alugado,69457.0,Gasolina,True,True,5,3.6
189,Intermediário,Toyota,2023,66.88,Disponível,45331.0,Flex,True,True,5,5.0
190,Intermediário,Honda,2024,56.11,Manutenção,32937.0,Flex,True,True,5,4.1
191,Popular,Chevrolet,2020,64.36,Alugado,138046.0,Gasolina,True,True,5,3.6
192,Popular,Chevrolet,2021,47.66,Alugado,119136.0,Flex,True,False,5,3.8
193,Luxo,Audi,2023,143.46,Disponível,62521.0,Flex,True,True,5,3.6
194,Popular,Fiat,2024,49.21,Alugado,47417.0,Gasolina,True,False,5,3.0
195,Popular,Ford,2023,44.27,Disponível,78204.0,Diesel,True,True,5,3.4
196,Popular,Chevrolet,2021,40.06,Disponível,81665.0,Flex,True,True,5,4.4
197,Intermediário,Honda,2021,52.82,Manutenção,91318.0,Flex,True,True,5,4.4
198,Popular,Ford,2020,44.3,Alugado,136984.0,Gasolina,True,True,5,4.9
199,Intermediário,Nissan,2023,60.22,Manutenção,20023.0,Flex,True,False,5,3.6
200,Popular,Volkswagen,2019,56.54,Manutenção,113547.0,Flex,True,True,5,3.5
201,Intermediário,Nissan,2024,63.73,Alugado,72394.0,Flex,True,True,5,4.1
202,Intermediário,Nissan,2021,57.83,Disponível,85664.0,Gasolina,True,True,5,3.9
203,Popular,Ford,2024,58.13,Alugado,62382.0,Flex,True,True,5,4.8
204,Popular,Ford,2021,54.3,Disponível,80937.0,Flex,True,True,5,4.6
205,Popular,Ford,2021,57.24,Alugado,105288.0,Flex,True,True,5,4.7
206,Popular,Fiat,2023,50.44,Alugado,53403.0,Gasolina,True,True,5,3.5
207,Intermediário,Nissan,2019,48.01,Alugado,140169.0,Flex,True,False,5,4.8
208,Intermediário,Hyundai,2021,60.04,Alugado,93237.0,Gasolina,True,True,5,3.9
209,Popular,Fiat,2021,49.07,Alugado,126401.0,Gasolina,True,True,5,4.7
210,Intermediário,Hyundai,2019,83.31,Alugado,103197.0,Flex,True,True,5,2.8
211,Popular,Volkswagen,2022,49.87,Alugado,75076.0,Flex,True,True,5,4.3
212,Luxo,BMW,2023,134.07,Alugado,62347.0,Flex,True,True,5,4.5
213,Intermediário,Hyundai,2022,54.03,Alugado,83368.0,Flex,True,True,5,4.0
214,Intermediário,Nissan,2022,78.27,Alugado,63464.0,Flex,True,True,5,5.0
215,Popular,Chevrolet,2022,43.12,Alugado,60707.0,Gasolina,True,True,5,3.8
216,Intermediário,Honda,2022,64.97,Disponível,106772.0,Flex,True,True,5,2.9
217,Popular,Fiat,2021,49.34,Alugado,62077.0,Flex,True,True,5,3.3
218,Popular,Chevrolet,2019,38.87,Alugado,143351.0,Flex,True,True,5,4.1
219,Popular,Chevrolet,2024,46.51,Alugado,17217.0,Flex,True,True,5,3.4
220,Luxo,Volvo,2022,128.69,Alugado,20040.0,Gasolina,True,True,5,3.0
221,Popular,Fiat,2023,50.78,Alugado,91618.0,Flex,True,True,5,5.0
222,Popular,Volkswagen,2022,49.87,Alugado,106576.0,Gasolina,True,True,5,5.0
223,Popular,Fiat,2021,64.76,Alugado,127159.0,Flex,True,True,5,3.9
224,Intermediário,Hyundai,2022,84.26,Disponível,85796.0,Gasolina,True,True,5,4.1
225,Popular,Volkswagen,2024,45.38,Disponível,80287.0,Gasolina,True,True,5,5.0
226,Popular,Volkswagen,2024,44.96,Alugado,62968.0,Flex,True,True,5,3.5
227,Popular,Ford,2018,43.13,Disponível,119451.0,Flex,True,True,5,4.0
228,Popular,Ford,2018,31.26,Disponível,133131.0,Diesel,True,True,5,4.0
229,Popular,Fiat,2019,49.35,Alugado,115871.0,Flex,True,True,5,4.3
230,Popular,Chevrolet,2019,47.64,Alugado,109521.0,Flex,False,True,5,4.1
231,Intermediário,Toyota,2018,67.22,Alugado,101211.0,Flex,True,True,5,4.5
232,Popular,Volkswagen,2023,48.29,Disponível,57118.0,Flex,True,True,5,4.0
233,Intermediário,Nissan,2020,83.56,Alugado,127860.0,Gasolina,True,True,5,4.0
234,Popular,Fiat,2020,49.89,Alugado,99166.0,Flex,True,True,5,4.4
235,Intermediário,Hyundai,2022,56.6,Alugado,66924.0,Flex,True,True,5,4.4
236,Luxo,BMW,2021,196.52,Alugado,102805.0,Flex,False,True,5,5.0
237,Popular,Volkswagen,2024,44.05,Disponível,73693.0,Flex,False,False,5,4.5
238,Popular,Ford,2020,43.81,Manutenção,116946.0,Gasolina,True,True,5,3.2
239,Popular,Chevrolet,2021,68.25,Disponível,83420.0,Flex,True,True,5,3.9
240,Intermediário,Nissan,2024,54.0,Alugado,60481.0,Flex,True,True,5,4.3
241,Popular,Volkswagen,2023,53.56,Alugado,51763.0,Gasolina,True,True,5,3.1
242,Luxo,Audi,2019,82.71,Disponível,157696.0,Gasolina,True,True,5,3.6
243,Popular,Chevrolet,2022,52.23,Alugado,83984.0,Gasolina,True,True,5,4.8
244,Intermediário,Toyota,2022,74.6,Alugado,87739.0,Flex,True,False,5,3.8
245,Popular,Ford,2023,62.69,Alugado,88155.0,Flex,True,True,5,4.0
246,Luxo,Audi,2021,155.03,Alugado,81879.0,Flex,False,False,5,3.0
247,Intermediário,Honda,2023,103.5,Alugado,66983.0,Flex,False,True,5,2.2
248,Intermediário,Hyundai,2022,69.81,Disponível,82680.0,Gasolina,True,True,5,4.8
249,Popular,Volkswagen,2020,47.05,Disponível,108029.0,Gasolina,True,True,5,4.9
250,Popular,Volkswagen,2022,56.64,Alugado,82803.0,Diesel,True,True,5,3.1
251,Luxo,Volvo,2020,158.72,Disponível,90004.0,Flex,True,False,5,3.6
252,Luxo,BMW,2022,115.97,Alugado,87760.0,Flex,True,False,5,2.6
253,Popular,Volkswagen,2023,46.35,Alugado,54788.0,Diesel,False,True,5,3.4
254,Intermediário,Honda,2021,66.74,Alugado,71099.0,Gasolina,True,False,5,3.6
255,Popular,Volkswagen,2023,55.4,Alugado,84169.0,Flex,True,False,5,3.4
256,Popular,Ford,2023,39.85,Alugado,37141.0,Gasolina,True,False,5,4.7
257,Popular,Chevrolet,2020,38.15,Disponível,82309.0,Gasolina,True,True,5,3.2
258,Intermediário,Honda,2022,62.98,Alugado,85808.0,Gasolina,True,True,5,4.5
259,Intermediário,Honda,2024,64.06,Manutenção,35694.0,Gasolina,True,True,5,3.4
260,Popular,Chevrolet,2021,31.5,Disponível,102977.0,Flex,True,True,5,4.6
261,Popular,Volkswagen,2024,49.56,Alugado,52235.0,Flex,True,True,5,3.6
262,Popular,Ford,2023,36.73,Disponível,78019.0,Gasolina,True,True,5,3.2
263,Popular,Volkswagen,2019,33.13,Manutenção,113696.0,Flex,True,False,5,4.5
264,Intermediário,Nissan,2021,87.74,Alugado,86702.0,Flex,True,True,5,5.0
265,Popular,Fiat,2018,43.47,Alugado,141111.0,Gasolina,True,True,5,3.3
266,Popular,Ford,2024,57.06,Disponível,47780.0,Flex,True,True,5,3.9
267,Popular,Fiat,2024,55.09,Alugado,43995.0,Flex,True,True,5,3.5
268,Intermediário,Hyundai,2020,73.69,Alugado,95746.0,Flex,True,True,5,4.5
269,Van,Renault,2024,74.53,Alugado,44945.0,Gasolina,True,False,9,4.8
270,Popular,Ford,2019,44.99,Alugado,140115.0,Flex,True,True,5,4.7
271,Popular,Fiat,2018,36.93,Alugado,148286.0,Flex,False,True,5,3.6
272,Luxo,Audi,2023,127.45,Disponível,33161.0,Flex,False,True,5,3.8
273,Intermediário,Nissan,2022,78.03,Alugado,106607.0,Flex,True,True,5,3.4
274,Intermediário,Toyota,2024,69.13,Alugado,69194.0,Gasolina,True,True,5,5.0
275,Intermediário,Nissan,2024,69.92,Alugado,18991.0,Flex,False,True,5,4.6
276,Intermediário,Nissan,2022,83.96,Disponível,106553.0,Flex,True,False,5,3.4
277,Popular,Fiat,2021,48.41,Disponível,84814.0,Flex,True,True,5,3.9
278,Intermediário,Nissan,2019,78.27,Alugado,124791.0,Flex,True,True,5,3.9
279,Intermediário,Hyundai,2021,64.35,Manutenção,104427.0,Flex,True,True,5,4.9
280,Intermediário,Nissan,2020,59.43,Alugado,99415.0,Gasolina,True,True,5,4.7
281,Intermediário,Honda,2024,82.23,Alugado,37844.0,Flex,True,True,5,3.1
282,Luxo,Mercedes,2021,119.14,Disponível,104390.0,Diesel,True,True,5,4.4
283,Popular,Volkswagen,2019,48.36,Alugado,104241.0,Diesel,True,True,5,4.8
284,Luxo,Audi,2024,129.03,Alugado,27161.0,Gasolina,True,False,5,5.0
285,Popular,Chevrolet,2024,55.53,Manutenção,42815.0,Gasolina,True,False,5,2.8
286,Luxo,Volvo,2022,182.81,Alugado,31969.0,Flex,True,True,5,3.7
287,Popular,Fiat,2024,57.53,Manutenção,57429.0,Flex,True,True,5,3.0
288,Luxo,Mercedes,2023,158.46,Alugado,70710.0,Diesel,True,False,5,4.5
289,Popular,Volkswagen,2024,39.98,Disponível,85748.0,Flex,True,True,5,4.6
290,Popular,Chevrolet,2023,56.12,Alugado,84409.0,Flex,True,True,5,3.4
291,Intermediário,Toyota,2024,88.89,Disponível,73287.0,Flex,True,False,5,3.5
292,Popular,Volkswagen,2022,35.69,Alugado,84112.0,Flex,True,True,5,4.9
293,Popular,Fiat,2020,44.94,Alugado,118205.0,Gasolina,True,True,5,4.7
294,Popular,Ford,2020,40.1,Alugado,99356.0,Flex,True,True,5,4.7
295,Popular,Chevrolet,2022,53.41,Alugado,77843.0,Gasolina,True,True,5,4.9
296,Intermediário,Hyundai,2024,69.36,Alugado,76933.0,Flex,True,True,5,4.6
297,Popular,Chevrolet,2020,50.3,Manutenção,93116.0,Flex,True,True,5,4.3
298,Intermediário,Honda,2024,64.85,Alugado,64572.0,Flex,True,True,5,3.9
299,Luxo,Volvo,2024,111.25,Manutenção,51209.0,Gasolina,True,True,5,5.0
300,Popular,Fiat,2023,59.52,Alugado,62843.0,Flex,True,True,5,5.0
301,Luxo,Audi,2021,156.84,Disponível,112742.0,Flex,False,True,5,4.3
302,Intermediário,Nissan,2021,61.2,Disponível,81920.0,Flex,True,True,5,4.4
303,Luxo,Mercedes,2022,121.06,Manutenção,88120.0,Flex,True,True,5,3.8
304,Popular,Fiat,2019,37.29,Alugado,164187.0,Diesel,True,True,5,4.2
305,Popular,Fiat,2023,63.26,Alugado,56453.0,Diesel,True,True,5,4.5
306,Popular,Chevrolet,2022,55.5,Alugado,86502.0,Flex,True,True,5,4.6
307,Popular,Volkswagen,2023,51.41,Alugado,67690.0,Flex,True,True,5,4.6
308,Van,Renault,2018,80.84,Alugado,153681.0,Gasolina,True,True,8,3.8
309,Popular,Volkswagen,2020,45.92,Alugado,115673.0,Flex,True,True,5,3.6
310,Popular,Volkswagen,2022,51.51,Alugado,60303.0,Flex,True,True,5,5.0
311,Popular,Fiat,2022,53.59,Alugado,99890.0,Flex,True,True,5,4.8
312,Intermediário,Hyundai,2024,84.27,Alugado,42388.0,Flex,True,True,5,3.9
313,Intermediário,Nissan,2019,43.18,Disponível,115396.0,Flex,True,False,5,3.0
314,Popular,Chevrolet,2021,49.9,Disponível,84741.0,Flex,True,True,5,3.6
315,Popular,Volkswagen,2023,35.81,Alugado,70988.0,Gasolina,True,True,5,4.5
316,Popular,Volkswagen,2022,52.67,Manutenção,73595.0,Flex,True,True,5,4.3
